"","Species","Order","Family","Genus","SV","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","image.files","description","Source"
"328","Amia calva","Amiiformes","Amiidae","Amia","3","present","y",329623,"","Amia calva","","","","https://doi.org/10.1159/000143034"
"329","Amphiprion clarkii","Ovalentaria/misc","Pomacentridae","Amphiprion","3","present","y",674637,"incertae_sedis_inherited","Amphiprion clarkii","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"330","Anguilla anguilla","Anguilliformes","Anguillidae","Anguilla","3","present","y",854201,"","Anguilla anguilla","","Anguilla_anguilla_drawing_sagittal_fig1","","doi:10.1016/S1546-5098(08)60096-5"
"331","Anguilla anguilla","Anguilliformes","Anguillidae","Anguilla","3","present","y",854201,"","Anguilla anguilla","","Anguilla_anguilla_drawing_sagittal Anguilla_anguilla_imgage_sagittal","","https://doi.org/10.1098/rstb.1966.0005"
"332","Anguilla japonica","Anguilliformes","Anguillidae","Anguilla","3","present","y",854198,"","Anguilla japonica","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"333","Anguilla japonica","Anguilliformes","Anguillidae","Anguilla","1","present","y",854198,"","Anguilla japonica","","Anguilla_japonica_image_ventral","","https://doi.org/10.1007/s00441-013-1663-1"
"334","Anguilla japonica","Anguilliformes","Anguillidae","Anguilla","3","present","y",854198,"","Anguilla japonica","","","","https://doi.org/10.1111/azo.12442"
"335","Anoplopoma fimbria","Perciformes/Cottoidei","Anoplopomatidae","Anoplopoma","1","present","y",441856,"","Anoplopoma fimbria","","","","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://oaresource.library.carleton.ca/wcl/2016/20160527/Fs41-31-94.pdf (no doi)"
"336","Arctoscopus japonicus","Perciformes/Uranoscopoidei","Trichodontidae","Arctoscopus","3","present","",883978,"","Arctoscopus japonicus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"337","Asterropteryx semipunctata","Gobiiformes","Gobiidae","Asterropteryx","3","present","",37552,"","Asterropteryx semipunctata","","Asterropteryx_semipunctata_drawing_cross_section_fig3F.png","","https://doi.org/10.1016/j.cbpa.2006.12.019"
"338","Austrolebias affinis","Cyprinodontiformes","Rivulidae","Austrolebias","3","present","",1018474,"","Austrolebias affinis","","Austrolebias_affinis_image_lateral_sagittal_section","","https://doi.org/10.1201/b19016"
"339","Barbus petenyi","Cypriniformes","Cyprinidae","Barbus","3","present","",763568,"","Barbus petenyi","","","At the anterior end of the interlobular fissure, between the medial and lateral lobes, the oval-shaped, fairly developed saccus vasculosus is inserted.","https://publikacio.uni-eszterhazy.hu/1155/1/263-284_Bende.pdf"
"340","Bathygobius fuscus","Gobiiformes","Gobiidae","Bathygobius","3","present","",877729,"","Bathygobius fuscus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"341","Batrochoglanis raninus","Siluriformes","Pseudopimelodidae","Batrochoglanis","3","present","",9881,"","Batrochoglanis raninus","","",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly011"
"342","Batrochoglanis raninus","Siluriformes","Pseudopimelodidae","Batrochoglanis","3","present","",9881,"","Batrochoglanis raninus","","Batrochoglanis_raninus_ventral_image","","https://sci-hub.se/10.1093/zoolinnean/zly011"
"343","Brycon orbignyanus","Characiformes","Bryconidae","Brycon","3","present","",206748,"","Brycon orbignyanus","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"344","Bujurquina vittata","Cichliformes","Cichlidae","Bujurquina","3","present","y",498815,"","Bujurquina vittata","","Bujurquina_vittata_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"345","Centropyge bispinosa","Acanthuriformes","Pomacanthidae","Centropyge","3","present","",439843,"","Centropyge bispinosa","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"346","Cephalosilurus fowleri","Siluriformes","Pseudopimelodidae","Cephalosilurus","3","present","",3624192,"","Cephalosilurus fowleri","","Cephalosilurus_fowleri_ventral_image","","https://sci-hub.se/10.1093/zoolinnean/zly011"
"347","Chaca chaca","Siluriformes","Chacidae","Chaca","3","present","",45408,"","Chaca chaca","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"348","Chaetobranchus flavescens","Cichliformes","Cichlidae","Chaetobranchus","3","present","",744497,"","Chaetobranchus flavescens","","Chaetobranchus_flavescens_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"349","Chaetodon vagabundus","Acanthuriformes","Chaetodontidae","Chaetodon","3","present","",655872,"","Chaetodon vagabundus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"350","Channa sp.",NA,NA,NA,"3","present","",983868,"not_otu","Channa sp.","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"351","Chelon labrosus","Mugiliformes","Mugilidae","Chelon","3","present","y",777079,"","Chelon labrosus","","Chelon_labrosus_drawing_cross_section","","https://doi.org/10.1002/1096-9861(20001009)426:1<81::AID-CNE6>3.0.CO;2-E"
"352","Chrysiptera cyanea","Ovalentaria/misc","Pomacentridae","Chrysiptera","3","present","y",43505,"incertae_sedis_inherited","Chrysiptera cyanea","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"353","Cichla kelberi","Cichliformes","Cichlidae","Cichla","3","present","",187228,"","Cichla kelberi","","Cichla_kelberi_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"354","Cichlasoma dimerus","Cichliformes","Cichlidae","Cichlasoma","3","present","",607611,"sibling_higher","Cichlasoma dimerus","","Cichlasoma_dimerus_cross_sagittal_sections_fig1","""C. dimerus presented a well-developed saccus vasculosus consisting of a highly folded epithelium, composed of coronet and supporting cells, closely associated with blood vessels, and a highly branched lumen connected to the third ventricle. ""","DOI:10.1007/s00441-024-03895-6"
"355","Cichlasoma dimerus","Cichliformes","Cichlidae","Cichlasoma","3","present","",607611,"sibling_higher","Cichlasoma dimerus","","","""According to this classification, the biological model used in this study, the South American cichlid fishÊCichlasoma dimerus, presents a type 3Êsaccus vasculosusÊlike other South American cichlids (TsunekiÊ1992)""","https://doi.org/10.1007/s00441-024-03895-6"
"356","Thorichthys meeki","Cichliformes","Cichlidae","Thorichthys","3","present","",207017,"","Thorichthys meeki","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"357","Cichlasoma paranaense","Cichliformes","Cichlidae","Cichlasoma","3","present","",167686,"sibling_higher","Cichlasoma paranaense","","Cichlasoma_paranaense_image_ventral","","https://doi.org/10.1007/s10750-024-05531-4"
"358","Cirrhinus mrigala","Cypriniformes","Cyprinidae","Cirrhinus","3","present","y",10821,"","Cirrhinus mrigala","","Cirrhinus_mrigala_drawing_lateral","","https://doi.org/10.1111/j.1365-2826.2006.01421.x"
"359","Coregonus lavaretus","Salmoniformes","Salmonidae","Coregonus","3","present","y",872355,"","Coregonus lavaretus","","","""The saccus vascUlosus
is by now more than twice the lenrth of the pituitary, É.""","https://hdl.handle.net/10023/2902 (no doi)"
"360","Coryphaena hippurus","Carangiformes","Coryphaenidae","Coryphaena","3","present","",223663,"","Coryphaena hippurus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"361","Cottus pollux","Perciformes/Cottoidei","Cottidae","Cottus","3","present","",1000752,"","Cottus pollux","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"362","Cottus pollux","Perciformes/Cottoidei","Cottidae","Cottus","3","present","",1000752,"","Cottus pollux","","Cottus_pollux_drawing_lateral_ventral_fig3","","https://doi.org/10.11369/jji1950.5.175"
"363","Cruciglanis pacifici","Siluriformes","Pseudopimelodidae","Cruciglanis","3","present","",3624195,"","Cruciglanis pacifici","","",""" in all the species of Pimelodidae and Pseudopimelodidae examined, this relationship is inverted, and the saccus vasculosus is the same length or longer than its anterior structure, the pituitary gland (Figs 7, 10).""","https://doi.org/10.1093/zoolinnean/zly011"
"364","Cruciglanis pacifici","Siluriformes","Pseudopimelodidae","Cruciglanis","3","present","",3624195,"","Cruciglanis pacifici","","Cruciglanis_pacifici_ventral_image","","https://sci-hub.se/10.1093/zoolinnean/zly011"
"365","Ctenopoma acutirostre","Anabantiformes","Anabantidae","Ctenopoma","3","present","",774818,"","Ctenopoma acutirostre","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"366","Dascyllus aruanus","Ovalentaria/misc","Pomacentridae","Dascyllus","3","present","",49239,"incertae_sedis_inherited","Dascyllus aruanus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"367","Decapterus maruadsi","Carangiformes","Carangidae","Decapterus","3","present","y",766162,"","Decapterus maruadsi","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"368","Dicentrarchus labrax","Eupercaria/misc","Moronidae","Dicentrarchus","3","present","y",3549,"","Dicentrarchus labrax","","Dicentrarchus_labrax_drawing_lateral","","https://sci-hub.se/10.1016/j.ygcen.2009.04.017"
"369","Dicentrarchus labrax","Eupercaria/misc","Moronidae","Dicentrarchus","3","present","y",3549,"","Dicentrarchus labrax","","Dicentrarchus_labrax_drawing_lateral_brain_Fig1.png
Dicentrarchus_labrax_drawing_lateral_brain_Fig2NP.png","","https://doi.org/10.1002/1097-4687(200103)247:3<229::AID-JMOR1014>3.0.CO;2-K"
"370","Dicentrarchus labrax","Eupercaria/misc","Moronidae","Dicentrarchus","3","present","y",3549,"","Dicentrarchus labrax","","Dicentrarchus_labrax_image_sagittal","","https://doi.org/10.1016/j.dci.2009.02.001"
"371","Dictyosoma burgeri","Perciformes/Zoarcoidei","Stichaeidae","Dictyosoma","3","present","",783192,"","Dictyosoma burgeri","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"372","Dissostichus eleginoides","Perciformes/Notothenioidei","Nototheniidae","Dissostichus","3","present","y",1040385,"","Dissostichus eleginoides","","Dissostichus_eleginoides_image_cross_section","","https://doi.org/10.1002/jmor.10926"
"373","Ditrema temminckii","Ovalentaria/misc","Embiotocidae","Ditrema","3","present","",43516,"incertae_sedis_inherited","Ditrema temminckii","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"374","Doederleinia berycoides","Acropomatiformes","Acropomatidae","Doederleinia","3","present","",1005375,"","Doederleinia berycoides","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"375","Eleginops maclovinus","Perciformes/Notothenioidei","Eleginopidae","Eleginops","3","present","y",816883,"","Eleginops maclovinus","","Eleginops_maclovinus_drawing_lateral_2","","DOI:10.3390/d16040214"
"376","Eleginops maclovinus","Perciformes/Notothenioidei","Eleginopidae","Eleginops","3","present","y",816883,"","Eleginops maclovinus","","Eleginops_maclovinus_drawing_lateral","","https://doi.org/10.1002/jmor.10926"
"377","Eleginops maclovinus","Perciformes/Notothenioidei","Eleginopidae","Eleginops","3","present","y",816883,"","Eleginops maclovinus","","Eleginops_maclovinus_cross_section","","https://doi.org/10.1002/jmor.10571"
"378","Pholis nebulosa","Perciformes/Zoarcoidei","Pholidae","Pholis","3","present","",1084060,"","Pholis nebulosa","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"379","Entomacrodus stellifer","Blenniiformes","Blenniidae","Entomacrodus","3","present","",3639477,"","Entomacrodus stellifer","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"380","Eopsetta grigorjewi","Pleuronectiformes","Pleuronectidae","Eopsetta","3","present","",331920,"","Eopsetta grigorjewi","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"381","Hyporthodus septemfasciatus","Perciformes/Serranoidei","Epinephelidae","Hyporthodus","3","present","",481019,"","Hyporthodus septemfasciatus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"382","Epinephelus coioides","Perciformes/Serranoidei","Epinephelidae","Epinephelus","3","present","y",457795,"","Epinephelus coioides","","","","https://doi.org/10.1016/j.ygcen.2012.10.013"
"383","Etroplus maculatus",NA,NA,NA,"3","present","",493427,"","Etroplus maculatus","","","There is a remarkably high vascular supply to the saecus vasculosus of Etroplus maculatus, Nandus nandus, Trichogaster /asciatus and Eutropiichthys vacha","https://doi.org/10.1007/BF00633910"
"384","Eutropiichthys vacha","Siluriformes","Schilbeidae","Eutropiichthys","3","present","",350498,"","Eutropiichthys vacha","","","There is a remarkably high vascular supply to the saecus vasculosus of Etroplus maculatus, Nandus nandus, Trichogaster /asciatus and Eutropiichthys vacha","https://doi.org/10.1007/BF00633910"
"385","Favonigobius gymnauchen","Gobiiformes","Gobiidae","Favonigobius","3","present","",100808,"","Favonigobius gymnauchen","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"386","Pseudanthias squamipinnis","Perciformes/Serranoidei","Anthiadidae","Pseudanthias","3","present","",26905,"","Pseudanthias squamipinnis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"387","Gadus macrocephalus","Gadiformes","Gadidae","Gadus","3","present","y",56885,"","Gadus macrocephalus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"388","Gasterosteus aculeatus","Perciformes/Gasterosteoidei","Gasterosteidae","Gasterosteus","3","present","y",401066,"","Gasterosteus aculeatus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"389","Gasterosteus aculeatus","Perciformes/Gasterosteoidei","Gasterosteidae","Gasterosteus","3","present","y",401066,"","Gasterosteus aculeatus","","","","https://doi.org/10.1002/cne.1056"
"390","Gasterosteus aculeatus aculeatus",NA,NA,NA,"3","present","y",111122,"infraspecific","Gasterosteus aculeatus aculeatus","","","","https://doi.org/10.1002/cne.1056"
"391","Geophagus steindachneri","Cichliformes","Cichlidae","Geophagus","3","present","",87568,"","Geophagus steindachneri","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"392","Girella punctata","Centrarchiformes","Girellidae","Girella","3","present","",188324,"","Girella punctata","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"393","Glossanodon semifasciatus","Argentiniformes","Argentinidae","Glossanodon","3","present","",562634,"","Glossanodon semifasciatus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"394","Gnathonemus petersii","Osteoglossiformes","Mormyridae","Gnathonemus","3","present","",115478,"","Gnathonemus petersii","","","""in Gnathonemus the saccus vasculosus is a small tube (Tsuneki, 1986). ""","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.jstage.jst.go.jp/article/jji1950/33/1/33_1_27/_pdf/-char/ja"
"395","Gnathonemus petersii","Osteoglossiformes","Mormyridae","Gnathonemus","3","present","",115478,"","Gnathonemus petersii","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"396","Gymnocorymbus ternetzi","Characiformes","Characidae","Gymnocorymbus","3","present","",783051,"","Gymnocorymbus ternetzi","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"397","Gymnodraco acuticeps","Perciformes/Notothenioidei","Bathydraconidae","Gymnodraco","3","present","y",781785,"","Gymnodraco acuticeps","","","""When the saccus is large, it is visible in alateral view of the brain, projecting ventrallyand caudally to the inferior lobes (Fig. 10A).In Figures 2B and 9 the saccus is drawn witha scalloped margin to distinguish it fromneural tissue. ""","https://doi.org/10.1002/jmor.1052230107"
"398","Gymnotus pantherinus","Gymnotiformes","Gymnotidae","Gymnotus","3","present","",445404,"","Gymnotus pantherinus","","","no description","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"399","Parajulis poecilepterus","Eupercaria/misc","Labridae","Parajulis","3","present","",127504,"","Parajulis poecilepterus","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
"400","Halichoeres tenuispinis","Eupercaria/misc","Labridae","Halichoeres","3","present","",1095891,"","Halichoeres tenuispinis","","","","https://doi.org/10.1111/j.1463-6395.1992.tb00950.x"
